Id,Label,d0,Degree,Weighted Degree,modularity_class,clustering,triangles
osseous lesions,osseous lesions,symptom,8,8,100,1,28
coughing up sputum,coughing up sputum,symptom,8,8,79,1,28
severe pain in the ankle,severe pain in the ankle,symptom,8,8,207,1,28
bacteriuria,bacteriuria,symptom,10,10,51,1,45
asymptomatic bacteriuria,asymptomatic bacteriuria,symptom,24,25,80,0.438406,121
hemoglobinuria,hemoglobinuria,symptom,86,110,80,0.365253,1335
hyperosmotic urine,hyperosmotic urine,symptom,10,10,51,1,45
lens dislocation or subluxation,lens dislocation or subluxation,symptom,12,12,1,1,66
turbidity of refractive media,turbidity of refractive media,symptom,16,16,1,0.733333,88
increase in hyperopic refractive power,increase in hyperopic refractive power,symptom,24,24,1,0.572464,158
ocular pain,ocular pain,symptom,12,12,1,1,66
reduced or absent accommodation function,reduced or absent accommodation function,symptom,12,12,1,1,66
hematuria with proteinuria,hematuria with proteinuria,symptom,40,42,80,0.578205,451
leukocyturia,leukocyturia,symptom,17,19,80,0.75,102
skin ulceration,skin ulceration,symptom,72,75,207,0.21205,542
skin suppuration,skin suppuration,symptom,20,21,100,0.610526,116
gestational hypertension,gestational hypertension,symptom,43,48,80,0.376523,340
gestational proteinuria,gestational proteinuria,symptom,22,27,80,0.779221,180
gestational toxemia,gestational toxemia,symptom,13,13,80,1,78
generalized edema in pregnant women,generalized edema in pregnant women,symptom,23,24,80,0.703557,178
numbness of one side of the face,numbness of one side of the face,symptom,9,9,59,1,36
deviation of the mouth,deviation of the mouth,symptom,28,28,59,0.380952,144
shallowing of the nasolabial fold,shallowing of the nasolabial fold,symptom,47,52,59,0.308973,334
inability to close the eyelids,inability to close the eyelids,symptom,20,20,59,0.515789,98
inability to pout,inability to pout,symptom,9,9,59,1,36
and drooling from the mouth corner,and drooling from the mouth corner,symptom,9,9,59,1,36
mild tachypnea,mild tachypnea,symptom,4,4,79,1,6
rapid examination can hear wheezing in both lungs,rapid examination can hear wheezing in both lungs,symptom,4,4,79,1,6
and pale complexion,and pale complexion,symptom,15,15,79,0.704762,74
the patient feels eye itchiness as if foreign bodies are present,the patient feels eye itchiness as if foreign bodies are present,symptom,5,5,1,1,10
and in severe cases,and in severe cases,symptom,66,70,207,0.204196,438
there may be eyelid heaviness,there may be eyelid heaviness,symptom,5,5,1,1,10
and a burning sensation,and a burning sensation,symptom,31,31,100,0.283871,132
coronary artery thrombosis leading to acute myocardial infarction or unstable angina,coronary artery thrombosis leading to acute myocardial infarction or unstable angina,symptom,6,6,207,1,15
carotid or cerebral artery thrombosis presenting as hemiplegia,carotid or cerebral artery thrombosis presenting as hemiplegia,symptom,6,6,207,1,15
and deep vein thrombosis in the lower limbs causing swelling,and deep vein thrombosis in the lower limbs causing swelling,symptom,6,6,207,1,15
and lymphedema,and lymphedema,symptom,6,6,207,1,15
whole head pain,whole head pain,symptom,2,2,39,1,1
excessive sweating with aversion to wind,excessive sweating with aversion to wind,symptom,2,2,39,1,1
and neck stiffness,and neck stiffness,symptom,2,2,39,1,1
maculopapules,maculopapules,symptom,9,10,100,0.583333,21
reverse coldness of hands,reverse coldness of hands,symptom,10,10,59,1,45
slight cyanosis of lips,slight cyanosis of lips,symptom,10,10,59,1,45
sweating on the forehead,sweating on the forehead,symptom,24,25,0,0.438406,121
lack of appetite for milk or food,lack of appetite for milk or food,symptom,10,10,59,1,45
borborygmus,borborygmus,symptom,104,158,51,0.269417,1443
diarrhea with clear stools,diarrhea with clear stools,symptom,10,10,59,1,45
nocturnal crying,nocturnal crying,symptom,10,10,59,1,45
and urinary retention,and urinary retention,symptom,54,69,80,0.374563,536
intramural gliosis,intramural gliosis,symptom,11,11,31,1,55
loss of physiological curvature of the spine,loss of physiological curvature of the spine,symptom,11,11,31,1,55
spina bifida,spina bifida,symptom,78,82,31,0.252081,757
vertebral bone changes,vertebral bone changes,symptom,11,11,31,1,55
developmental deformities,developmental deformities,symptom,25,25,31,0.41,123
angular deformity of the spine,angular deformity of the spine,symptom,11,11,31,1,55
lumbago,lumbago,symptom,13,13,31,0.74359,58
posterior protrusion of the spine,posterior protrusion of the spine,symptom,11,11,31,1,55
intervertebral space alteration,intervertebral space alteration,symptom,11,11,31,1,55
rectal duplication,rectal duplication,symptom,21,23,51,0.614286,129
gastric duplication,gastric duplication,symptom,10,10,51,1,45
pyothorax,pyothorax,symptom,10,10,51,1,45
epigastric distention,epigastric distention,symptom,20,21,51,0.615789,117
ulcer perforation or bleeding,ulcer perforation or bleeding,symptom,19,21,51,0.701754,120
yellow or blood-stained foul-smelling vaginal discharge,yellow or blood-stained foul-smelling vaginal discharge,symptom,3,3,80,1,3
bleeding after menopause,bleeding after menopause,symptom,5,5,80,0.6,6
chancre,chancre,symptom,26,27,100,0.458462,149
syphilitic roseola,syphilitic roseola,symptom,9,9,100,1,36
pustular syphilid,pustular syphilid,symptom,9,9,100,1,36
nodular syphilid,nodular syphilid,symptom,9,9,100,1,36
gumma,gumma,symptom,9,9,100,1,36
liver pain,liver pain,symptom,19,20,51,0.80117,137
tenderness over the liver area,tenderness over the liver area,symptom,12,12,51,1,66
leukocytosis,leukocytosis,symptom,174,268,51,0.277058,4170
undulant fever,undulant fever,symptom,11,11,0,1,55
shivering,shivering,symptom,32,36,0,0.671371,333
spasm of the vaginal opening,spasm of the vaginal opening,symptom,5,5,80,1,10
inability to engage in sexual intercourse,inability to engage in sexual intercourse,symptom,5,5,80,1,10
symptoms of gastroesophageal reflux disease,symptoms of gastroesophageal reflux disease,symptom,27,30,51,0.598291,210
esophageal lumen obstruction,esophageal lumen obstruction,symptom,43,56,51,0.482835,436
esophageal lumen stenosis,esophageal lumen stenosis,symptom,12,12,51,1,66
difficulty swallowing when extending the neck,difficulty swallowing when extending the neck,symptom,14,18,51,0.912088,83
fistula between the airway,fistula between the airway,symptom,45,61,51,0.474747,470
esophagus,esophagus,symptom,43,58,51,0.513843,464
atrioventricular block,atrioventricular block,symptom,67,87,79,0.394844,873
chest pain with tightness,chest pain with tightness,symptom,33,42,79,0.700758,370
painless salivary gland mass,painless salivary gland mass,symptom,6,6,100,0.8,12
increased phosphate excretion in the urine,increased phosphate excretion in the urine,symptom,8,12,51,0.928571,26
hypercalciuria,hypercalciuria,symptom,6,6,51,1,15
contralateral limb hemiplegia,contralateral limb hemiplegia,symptom,24,24,31,0.51087,141
localized changes in skin color,localized changes in skin color,symptom,9,9,31,1,36
temperature,temperature,symptom,11,11,31,0.672727,37
altered vascular pulsation or waveforms,altered vascular pulsation or waveforms,symptom,9,9,31,1,36
limb thinning,limb thinning,symptom,9,9,31,1,36
shortening,shortening,symptom,16,16,31,0.375,45
abnormal limb or trunk posture,abnormal limb or trunk posture,symptom,9,9,31,1,36
numbness in limbs or trunk,numbness in limbs or trunk,symptom,36,36,31,0.346032,218
excessive growth,excessive growth,symptom,9,9,31,1,36
thickening of limbs,thickening of limbs,symptom,9,9,31,1,36
local breast pain,local breast pain,symptom,4,4,207,1,6
palpable mass,palpable mass,symptom,41,41,207,0.321951,264
frequent edema of the nipple,frequent edema of the nipple,symptom,4,4,207,1,6
and often a powdery scab-like substance exuded from the nipple,and often a powdery scab-like substance exuded from the nipple,symptom,4,4,207,1,6
disordered speech,disordered speech,symptom,9,9,79,1,36
clouding of consciousness,clouding of consciousness,symptom,80,90,79,0.377215,1192
glycosuria,glycosuria,symptom,58,73,80,0.451906,747
nystagmus,nystagmus,symptom,369,635,31,0.127622,8665
severe pain in the penis,severe pain in the penis,symptom,4,4,100,1,6
glans penis redness swelling or even purplish,glans penis redness swelling or even purplish,symptom,4,4,100,1,6
edema of the foreskin,edema of the foreskin,symptom,4,4,100,1,6
in severe cases necrosis of the foreskin,in severe cases necrosis of the foreskin,symptom,4,4,100,1,6
glans penis,glans penis,symptom,39,40,100,0.473684,351
overweight,overweight,symptom,21,23,79,0.690476,145
decreased gastric acid,decreased gastric acid,symptom,11,11,51,1,55
vomiting after eating,vomiting after eating,symptom,18,19,51,0.555556,85
excessive gastric acid,excessive gastric acid,symptom,11,11,51,1,55
intestinal bloating,intestinal bloating,symptom,22,22,51,0.545455,126
chronic gastric bleeding,chronic gastric bleeding,symptom,23,23,51,0.533597,135
lack of gastric acid,lack of gastric acid,symptom,11,11,51,1,55
gastric spasms,gastric spasms,symptom,11,11,51,1,55
intermittent gastric pain,intermittent gastric pain,symptom,24,24,51,0.543478,150
hidden gastric pain,hidden gastric pain,symptom,19,19,51,0.596491,102
chronic gastric pain,chronic gastric pain,symptom,11,11,51,1,55
anal fissure,anal fissure,symptom,9,9,100,0.472222,17
scab,scab,symptom,12,12,100,0.515152,34
condyloma,condyloma,symptom,7,7,100,0.52381,11
and external thrombosed hemorrhoids,and external thrombosed hemorrhoids,symptom,5,5,100,1,10
foul-smelling sputum,foul-smelling sputum,symptom,30,42,79,0.632184,275
involuntary pulling out of one's own hair,involuntary pulling out of one's own hair,symptom,1,1,40,0,0
resulting in large patches of hair loss resembling alopecia areata,resulting in large patches of hair loss resembling alopecia areata,symptom,1,1,40,0,0
livedo reticularis,livedo reticularis,symptom,62,72,80,0.434162,821
chilblains,chilblains,symptom,21,22,100,0.490476,103
ecchymosis,ecchymosis,symptom,103,132,51,0.272225,1430
hemorrhagic papules,hemorrhagic papules,symptom,47,54,100,0.326549,353
blood blisters,blood blisters,symptom,49,58,100,0.372449,438
capillary dilation,capillary dilation,symptom,46,51,100,0.278261,288
sudden onset of illness,sudden onset of illness,symptom,10,10,51,1,45
clear consciousness at onset,clear consciousness at onset,symptom,10,10,51,1,45
progression of the illness may show somnolence,progression of the illness may show somnolence,symptom,10,10,51,1,45
delirium,delirium,symptom,324,610,79,0.16724,8751
and even convulsions,and even convulsions,symptom,10,10,51,1,45
sudden onset of severe vertigo,sudden onset of severe vertigo,symptom,7,7,207,1,21
objects spinning,objects spinning,symptom,7,7,207,1,21
worsening with movement,worsening with movement,symptom,7,7,207,1,21
a feeling of ear fullness,a feeling of ear fullness,symptom,16,18,207,0.458333,55
circular or oval-shaped lump within the breast,circular or oval-shaped lump within the breast,symptom,8,8,207,1,28
postural vertigo,postural vertigo,symptom,10,10,51,1,45
car sickness,car sickness,symptom,10,10,51,1,45
swing effect,swing effect,symptom,10,10,51,1,45
recurrent abdominal pain,recurrent abdominal pain,symptom,10,10,51,1,45
no obvious regularity,no obvious regularity,symptom,10,10,51,1,45
worsened after eating,worsened after eating,symptom,10,10,51,1,45
acid regurgitation,acid regurgitation,symptom,42,56,51,0.447154,385
crossed legs,crossed legs,symptom,6,6,79,1,15
increased residual urine volume,increased residual urine volume,symptom,12,16,31,0.530303,35
anal relaxation,anal relaxation,symptom,21,24,31,0.509524,107
foot deformity,foot deformity,symptom,18,18,31,0.372549,57
skin lesions resembling dry grey plaster,skin lesions resembling dry grey plaster,symptom,3,3,100,1,3
circular or oval erythema,circular or oval erythema,symptom,3,3,100,1,3
plaques,plaques,symptom,27,29,100,0.216524,76
scleroderma,scleroderma,symptom,10,11,100,0.533333,24
the affected side is unable to frown,the affected side is unable to frown,symptom,9,9,59,1,36
wrinkle the forehead,wrinkle the forehead,symptom,9,9,59,1,36
close the eye,close the eye,symptom,9,9,59,1,36
drooping of the corner of the mouth,drooping of the corner of the mouth,symptom,19,20,59,0.426901,73
which also deviates towards the healthy side. difficulties are encountered in speaking,which also deviates towards the healthy side. difficulties are encountered in speaking,symptom,9,9,59,1,36
laughing,laughing,symptom,30,30,59,0.204598,89
whistling,whistling,symptom,24,25,59,0.398551,110
and air leakage occurs while puffing the cheeks,and air leakage occurs while puffing the cheeks,symptom,9,9,59,1,36
rigidity of the neck,rigidity of the neck,symptom,7,7,51,1,21
bedridden state,bedridden state,symptom,7,7,51,1,21
widespread swelling in the masseter region of the parotid gland,widespread swelling in the masseter region of the parotid gland,symptom,7,7,299,1,21
the cheek,the cheek,symptom,7,7,299,1,21
orbital,orbital,symptom,23,23,299,0.387352,98
and zygomatic areas,and zygomatic areas,symptom,7,7,299,1,21
pitting edema with tenderness,pitting edema with tenderness,symptom,7,7,299,1,21
pain during mastication,pain during mastication,symptom,7,7,299,1,21
limited jaw opening,limited jaw opening,symptom,7,7,299,1,21
and fluctuation feeling can be palpated in the superficial temporal space abscess,and fluctuation feeling can be palpated in the superficial temporal space abscess,symptom,7,7,299,1,21
pigmentation abnormalities,pigmentation abnormalities,symptom,77,97,100,0.370472,1084
pigmentary deposition,pigmentary deposition,symptom,10,10,100,0.622222,28
reduction,reduction,symptom,3,3,100,1,3
epigastric fullness,epigastric fullness,symptom,41,51,51,0.585366,480
loss of appetite upon seeing food,loss of appetite upon seeing food,symptom,11,11,51,1,55
compulsive eating often induces nausea,compulsive eating often induces nausea,symptom,11,11,51,1,55
and mood swings,and mood swings,symptom,11,11,51,1,55
skin tightening,skin tightening,symptom,21,21,0,1,210
skin thickening,skin thickening,symptom,80,86,100,0.273418,864
sausage digits,sausage digits,symptom,33,34,0,0.526515,278
discoid rash,discoid rash,symptom,32,36,0,0.72379,359
single or multiple round nodules or lumps within the breast,single or multiple round nodules or lumps within the breast,symptom,9,9,25,1,36
rapid growth,rapid growth,symptom,12,12,25,0.590909,39
early-stage mobility,early-stage mobility,symptom,9,9,25,1,36
adhesion to skin,adhesion to skin,symptom,9,9,25,1,36
pectoralis major muscle reducing mobility or even resulting in fixation,pectoralis major muscle reducing mobility or even resulting in fixation,symptom,9,9,25,1,36
late-stage 'peau d'orange' appearance,late-stage 'peau d'orange' appearance,symptom,9,9,25,1,36
and swollen lymph nodes in the ipsilateral axilla,and swollen lymph nodes in the ipsilateral axilla,symptom,9,9,25,1,36
cessation of menstruation,cessation of menstruation,symptom,0,0,41,0,0
true myopia,true myopia,symptom,14,14,1,0.703297,64
